murder,rape,robbery,burglary,unemployment_rate_2022,population_estimate_2022,poverty_index,education_improvement,crime_rate_per_100000
0.04271991887333144,-0.5393873931397366,-0.6425510142185437,-0.4966104647840862,0.6001506480315505,-1.1241881509451876,1.0092362345282782,0.5210598598718018,5.869664122822687
3.441010789841542,2.637526100654303,2.888804083366157,2.319509218657288,-0.43269189498238525,2.282601650738368,-0.19363356597269987,0.1604118616679631,6.579447404013191
2.5911720990892917,0.24522232156551532,1.5877336616789028,1.4833045674058298,0.5159632940590314,1.0550141772122286,0.7788014068460979,0.49833571939738835,6.0440644260420635
-0.7085223331351608,-0.3339298799474763,0.05626784447470503,-0.2665893432432387,-1.2505268407422823,-0.3750714417355731,-0.6729380075516332,0.1449323356165902,5.033050875893372
-0.7085223331351608,-0.1745646517037473,-1.0292038238933972,-0.423690097229265,0.7636832112425272,-0.4818045966274091,0.29949696526716446,-0.6364382299478664,4.471632329685536
1.2334107172641042,1.029832036270767,1.106496925829177,1.0839599218490727,2.2960359402506776,0.9322058557110544,0.1381925858896388,-0.1827755080589089,5.812661178226731
-0.7085223331351608,-1.3239971078449884,-1.0292038238933972,-0.5807908512152913,-0.32771563675361504,-0.6292784770015976,-0.7282423661953561,0.31332421616690437,4.961576878750694
-0.7085223331351608,-1.3239971078449884,-1.0292038238933972,-1.4021548349807302,-1.1236122683362468,-1.4136316575527215,-0.23972053150913544,0.5483919505321895,3.3344733437104983
-0.7085223331351608,-0.5393873931397366,-0.41637361976028003,-0.8751322953632501,-1.381347084023802,-0.14578394141321838,-1.7006773390141539,1.8531935538149593,3.5727403158612505
0.7939621708818236,1.3281712229195042,1.3716987664720117,1.2212805492969336,-1.1236122683362468,1.3136198078518087,-0.8803293524655948,0.4189623766782309,5.66645685409342
-0.7085223331351608,-0.5393873931397366,-0.41637361976028003,0.12039919286950831,-0.43269189498238525,-0.058113295308503704,1.7097581106821034,-0.17409846208182408,4.153889194157393
0.7939621708818236,-0.1745646517037473,1.2061751530819191,0.8416385304935033,0.34241583234399436,0.4524949690974489,1.2534971518713875,-1.0262477564151824,5.830680606058697
0.04271991887333144,-0.04435377919098057,0.5512251681176067,0.21291701709364222,0.43007507091041464,0.05671052590923714,0.018366475494905374,-0.12425707538180893,5.816591269188651
0.7939621708818236,0.9153181151830186,-0.0297208100854264,0.10333244238821508,1.291071021385411,0.45283321630065504,-0.11067702800711504,0.5683817519941241,4.859798599615225
-0.7085223331351608,-1.3239971078449884,-1.0292038238933972,-0.41243007835288137,0.06804176860954674,-1.4018064418347955,0.5944535447003543,-0.274219861921172,0.0
-0.7085223331351608,-0.3339298799474763,-0.13142380214221852,0.039012119781103756,0.8431494959359254,0.09883890269759808,-0.1613726900971946,-0.0170313166494042,4.190354755293292
-0.7085223331351608,-0.3339298799474763,-0.41637361976028003,-0.08041220884450023,-0.88061342043187,-0.4085534042677029,-1.1798946284524283,2.2930685356438545,4.654446464365816
-0.7085223331351608,-1.3239971078449884,-1.0292038238933972,-1.4021548349807302,1.291071021385411,-1.3466015689223303,3.1476714354189044,-2.686368199441648,3.731694571045435
1.4004813006985188,1.4979121669234248,1.4289615213461826,1.1386831730378155,0.16148118814654155,1.178326788190137,-0.05076397280974816,0.7529284585162818,5.295964765851911
-0.7085223331351608,-0.1745646517037473,-0.6425510142185437,-0.3905835024515316,-1.6557211477582505,-0.6351771468474728,-0.8618945662510202,0.7876428990222959,4.614580611514645
0.7939621708818236,0.6994343943404177,0.6132692844746794,0.661247573943522,-0.5403260604243038,0.5080327744236739,-0.7051988834271385,0.5706908265443534,5.984676096628422
-0.7085223331351608,-0.8289634938962323,-1.0292038238933972,0.039012119781103756,-1.0003769020871072,-0.383571981134413,-0.12911181422168932,-0.15382105975459368,5.554253397197837
-0.7085223331351608,-1.3239971078449884,-1.0292038238933972,-2.5377203267182216,-1.949032091128524,-2.9629626905448117,-0.29502489015285865,1.533559759901006,0.0
-0.7085223331351608,-0.5393873931397366,-1.0292038238933972,-0.3799794495012825,-0.5403260604243038,0.06797673778468591,0.47001873775197717,-0.462841958512944,4.391805825388362
-0.7085223331351608,-0.8289634938962323,-1.0292038238933972,-0.8751322953632501,1.6962653284013802,-0.982190107180581,2.5531495799988804,-0.43625778242948016,3.3531905748881856
0.04271991887333144,-0.8289634938962323,-1.0292038238933972,-0.8751322953632501,4.056928546331619,-0.5826214248847599,3.064714897453319,-2.461140656356921,3.8571875783522227
1.0358081578698093,2.0951459048477723,1.9064410219019206,1.5558352252259497,1.3613424138361332,1.3366246668361035,-0.17519877975812526,-0.022142058760657446,6.273282598810805
-0.7085223331351608,-0.3339298799474763,-0.13142380214221852,-0.28392703968287825,0.9211576010749996,0.591435825374982,-0.7835467248390794,0.12064150204501732,5.1298266466457445
-0.7085223331351608,-1.3239971078449884,-1.0292038238933972,-0.8751322953632501,-1.7998475754514482,-0.7767499270144352,-0.313459676367433,0.1727740059828869,4.210115801201563
-0.7085223331351608,0.24522232156551532,-0.25589820454369,0.2764487596823561,-0.43269189498238525,-0.10739320672751833,-0.6314597385688406,0.2430666720913717,5.54257358863741
-0.7085223331351608,0.24522232156551532,-0.0297208100854264,0.5215495234286802,0.16148118814654155,-0.360394218275781,-0.01850309693424322,1.0349559391996286,5.473826871411105
-0.7085223331351608,-0.1745646517037473,0.1307546051311635,-0.1656048134855217,0.06804176860954674,-0.5447615703087958,0.8479318551507518,-0.44622397707046946,5.1116772196531475
-0.7085223331351608,0.4506798347577755,0.7198441161543234,0.8960262127866984,-0.12523344288571625,0.6320869849666525,-0.00928570382695591,0.5538051214391554,5.197193212602782
0.7939621708818236,0.24522232156551532,1.1748872095079868,0.039012119781103756,-0.88061342043187,0.3455307794477538,-0.7697206351781487,-1.1183000118889657,5.804820389622334
