fips_code,pct_no_hs_degree_2000,pct_no_hs_degree_08_12,pct_no_hs_degree_18_22
13005,44.0,44.46423677719923,38.230475150191154
13007,40.4,47.37076648841354,35.86374695863747
13009,35.4,37.15645195653718,31.871880498402096
13011,38.3,43.41258048538881,34.2737883589704
13013,36.0,34.77234018394459,33.55345799088397
13015,34.2,38.29019777102955,37.22773359569293
13017,37.2,37.2885882143493,51.338897583029045
13019,34.6,34.68666561960107,38.37368294056141
13021,31.7,32.33533536554694,30.714334196313427
13023,35.8,42.0604674796748,31.92246350141087
13025,47.4,45.18208455420678,43.33174376092831
13027,37.1,38.35142215568862,37.154357717885894
13029,32.8,26.80262953569025,25.031923950056758
13031,29.7,30.2403038894547,28.711310448954215
13033,37.0,40.14952235913056,37.78875770020534
13035,39.9,42.43012908885825,42.72859378493181
13037,33.8,33.96268824454934,39.648622981956315
13039,33.2,32.14988843680273,32.42870414684271
13043,29.3,44.42697913689626,35.54249795025963
13045,34.2,35.17518835491186,34.290832069452435
13047,34.8,31.06243612375732,32.316431727330105
13049,42.1,36.00787057280279,45.21217507220618
13051,26.9,28.33024140385266,24.894149963687383
13053,23.1,24.61286208781199,23.403776978417266
13055,34.6,37.63182858099437,38.38185080155102
13057,27.3,23.57540779354691,22.56575861053229
13059,21.6,22.01740325166018,18.641916331126733
13061,35.5,40.83255378858747,34.38632832729156
13063,31.9,32.17894404046791,33.15191326324411
13065,32.4,39.84736355226642,36.776767900687204
13067,20.8,19.73964832169627,17.782202982202982
13069,33.0,39.12140100920155,39.43105077154554
13071,35.8,36.73376827268604,37.00244384185331
13073,25.8,25.46934521224454,23.023923810250878
13075,36.0,38.74568887275368,34.40879435159532
13077,32.8,31.95524529484814,26.01959943773739
13079,39.6,36.8969107948629,41.442815249266864
13081,34.5,35.90498625834314,39.02349754776371
13083,30.4,35.61020036429873,36.656631839915
13085,33.2,33.94208192016697,21.865263803054294
13087,33.5,33.67538342712126,34.644525168655946
13089,20.3,21.93389641211783,20.269132438266407
13091,36.6,42.43120863810519,41.718131982513356
13093,37.8,42.71543086172345,42.59670445249503
13095,28.3,28.88793177706951,29.554963864587297
13097,34.6,31.28273190329292,30.14748948405303
13099,33.5,41.01092131055727,40.79369711117596
13103,40.4,38.19244631553443,33.59724532102785
13105,39.2,45.40771268766559,40.52869765103082
13107,35.2,40.48171397379912,40.90879329535782
13109,39.2,37.38623435722412,38.2078853046595
13111,38.9,39.55807365439094,34.379091550005036
13113,24.0,20.84956200171543,20.68343779514038
13115,33.2,31.50277525963389,32.62923337555898
13117,23.5,20.39547922984696,14.636204205362468
13119,37.5,37.08564923324181,33.27693175408911
13121,19.4,18.70801016621899,16.092979714064388
13123,33.3,34.20174346201744,34.879556597740354
13125,40.3,41.97473093121198,39.35581278309008
13127,29.3,28.89269172820446,26.787139247240326
13129,34.1,35.75208716569973,34.97263567080967
13131,39.7,39.87357309439057,36.160588068985014
13133,33.3,38.58621860149355,30.36382903567644
13135,22.0,23.46992745328671,22.497620971947022
13137,33.7,34.3921215063458,33.677217413523266
13139,29.6,30.1933577778364,28.36756724782988
13141,34.5,43.5253421567153,35.94057905108382
13143,36.1,38.08641321613894,38.99643648271213
13145,29.4,29.09322187897511,26.595528041379872
13147,36.9,38.12699498404013,34.488362340113234
13149,41.7,37.01806071474318,42.40570846075433
13151,34.3,31.36196357530151,31.880016845114277
13153,32.4,28.03345878516467,27.2292107313815
13155,38.5,40.11726585403487,36.34553530402818
13157,35.5,35.36829311523561,32.33501855020088
13159,37.2,42.13164777680907,44.132279777582674
13161,35.4,43.8335650871751,38.18050838736235
13163,34.0,44.37121964430803,41.45023696682465
13165,32.9,35.25969275786394,44.437717572271836
13167,39.4,36.09475951184493,43.79891631547261
13169,41.0,39.27690612373407,41.428208386277
13171,37.0,40.27303754266212,35.878422425032596
13173,34.2,29.83486821213083,41.01080834221343
13175,37.1,42.03185996725853,41.70711852142189
13177,35.9,30.50010967317394,27.15561824165491
13179,34.2,32.75886187505246,31.966735526246094
13181,36.3,44.75397973950796,41.685689201053556
13183,41.6,39.13662239089184,41.5462962962963
13185,30.6,31.26249325760701,31.919537770169054
13187,30.4,33.10967878275571,29.33776749566223
13189,35.2,37.59785598420199,40.08840530431826
13191,37.8,38.52459016393443,36.64874551971326
13193,35.2,40.1251667179645,39.121363162165295
13195,40.8,38.03316907751815,34.160176906066724
13197,36.1,44.4977716832362,36.653682062697094
13199,35.7,39.05119270972929,42.47271741340744
13201,35.9,40.54382131585336,29.911591355599214
13205,35.4,39.06931964056483,36.2355343771273
13207,38.7,35.19303849754915,34.85789287697511
13209,39.4,45.80047994514913,38.5032348312642
13211,37.1,35.27829842718605,35.45131881132995
13213,35.4,38.55218855218855,35.40834442964936
13215,28.2,27.73666215841601,27.114570388945523
13217,34.7,32.57981710251885,33.07063990477363
13219,23.4,18.62248520710059,16.087352138307555
13221,37.4,34.18692706257473,38.904707668944575
13223,39.1,35.89185865096628,30.06649579696378
13225,33.2,31.85685836702674,32.213274090530405
13227,33.1,33.38621286414768,35.61944207577049
13229,41.2,40.86460032626427,41.941571676606024
13231,40.1,36.51473612063057,37.254901960784316
13233,35.1,38.437794089968,42.62438682550806
13235,36.2,45.58690744920993,35.951086956521735
13237,40.5,35.50155187215215,34.10209102091021
13241,35.0,32.93322062552832,29.905760753913967
13243,32.5,38.93788343558282,34.79801559177888
13245,29.6,31.37963345297462,32.202364707878175
13247,29.4,28.94567987240362,28.3799114775578
13249,40.1,35.01291989664082,34.64723418350447
13251,38.6,43.07049608355091,37.93170731707317
13253,36.8,37.017310252996,40.34040011943864
13255,34.7,36.47674556916855,39.17637379292426
13257,35.9,39.69267955801105,40.7500409410994
13259,37.1,41.50372439478585,36.03538976566236
13261,30.2,34.80374956138152,35.86456812158581
13263,40.3,42.81288723667906,41.48719111312628
13265,32.6,38.61301369863014,42.07692307692308
13267,39.2,43.59215870960146,39.66299416720674
13269,39.0,37.17303822937626,38.80028996013048
13271,40.1,47.14854673332768,47.61466835268421
13273,32.8,36.03158933859822,37.49383325111001
13275,33.6,36.79362208153285,31.438943682333665
13277,30.3,30.81353491720662,33.29745778437558
13279,35.0,38.86658520975156,36.53812799907498
13281,33.4,38.2904884318766,27.78940757797781
13283,39.7,48.13287514318442,44.14206642066421
13285,33.7,33.87632823105369,36.68828361435365
13287,38.7,32.42721851981761,34.81714380274698
13289,40.7,41.97869593285991,42.45439469320066
13291,35.1,31.18292757711412,32.53854794240784
13293,37.2,37.82755006344127,37.81230317027084
13295,35.0,35.80960095497954,35.473008303528474
13297,35.6,32.8320298223814,32.070157275315545
13299,38.8,42.16681927911429,39.87093037686675
13301,34.7,45.27424094025465,37.1614301191766
13303,38.8,43.05692894476621,43.90729418455851
13305,37.1,40.04854368932039,44.65775057987465
13309,41.8,54.90367775831874,44.36560934891486
13311,35.1,33.52143874268235,31.23682361208714
13313,29.0,29.21033467371688,31.559168762726074
13315,43.7,42.76748813714985,39.84892862648374
13317,35.9,37.50694058856191,44.61867426942266
13319,41.4,43.89019607843137,47.99085266252859
13321,38.1,38.30852691612186,44.207612456747405
15001,31.4,32.16710305576896,29.168849791798802
15003,27.8,27.18223903443942,25.42181701873516
15007,29.7,28.30204759976989,28.893823786205065
15009,29.5,31.27715596244918,30.17223139096949
16001,23.1,21.70092111034526,19.842532653739482
16003,37.4,36.4247311827957,35.88420750931499
16005,25.9,27.2591726944853,25.46553852208289
16007,42.1,40.26862645717182,35.226201696512724
16009,41.2,43.32552693208431,34.315147997678466
16011,31.1,31.66923742522855,32.3281143635126
16013,15.9,16.25377643504532,24.66467958271237
16015,32.5,30.13245033112583,28.99282920469361
16017,33.5,32.10127267803954,30.1871055631238
16019,26.5,27.03208171486117,25.167193259610322
16021,35.9,38.97942826609672,36.99334189931083
16023,33.0,34.75103734439834,29.578216764548852
16025,31.4,28.78787878787879,29.6043656207367
16027,30.3,31.69186850439359,29.93146138946456
16029,34.2,37.66865737668657,34.25905354365696
16031,29.8,25.003752063635,28.93975092561427
16033,24.5,28.88888888888889,28.313253012048197
16035,37.3,38.0724334031727,36.99519909630048
16037,37.5,37.89700894233734,26.87301128145791
16039,25.0,29.08480162251236,28.874361369005108
16041,40.0,39.03442600466329,46.043081245609926
16043,34.6,30.98817151306062,30.12141280353201
16045,35.0,34.13231064237775,34.789667896678964
16047,34.7,32.69677147077443,33.84737837031141
16049,38.3,42.05227984096101,34.79550922213312
16051,29.4,28.5452819956616,25.51048641469758
16053,26.8,26.99293259366213,28.548601864181094
16055,30.3,28.82549251803208,27.133508069169014
16057,22.6,22.2458857696031,21.039497461492125
16059,31.3,30.08701472556895,31.371571072319206
16061,34.7,33.7719298245614,30.355097365406642
16063,32.8,33.58931552587647,34.57478005865103
16065,22.3,16.28280290340592,16.72461950635581
16067,32.7,33.57194562856913,36.23253047873922
16069,31.8,33.41146705361461,29.723588265219604
16071,31.8,37.87604204421892,38.721804511278194
16073,34.6,38.20570150922303,34.257871064467764
16075,32.0,36.6163732886281,34.396061653870944
16077,32.8,35.85386576040781,32.06532974984494
16079,40.3,34.71641470998178,36.8328868740985
16081,22.6,20.51163507474187,18.104823861544126
16083,30.4,29.38475476670922,28.341813931100873
16085,29.1,29.7204241839967,26.901529842706314
16087,35.5,30.70493173585957,30.857908847184984
17001,37.5,37.48877745417916,34.529206912412114
17003,34.7,36.37858578476155,41.8196328810854
17005,34.2,35.37467700258398,32.45499608661623
17007,38.2,36.81449130931794,32.29792540528285
17009,28.8,37.92967982714595,39.98696785403997
17011,39.0,40.03207500616827,34.858663962479405
17013,44.6,42.82536151279199,36.24694376528117
17015,44.0,41.15591397849462,35.86918502973068
17017,44.3,43.18893810089662,42.585594870033205
17019,24.2,23.13862969406224,21.979628798830234
17021,43.6,43.22625987018893,43.96498070619476
17023,39.3,39.55657223297554,35.32421620615872
17025,38.3,43.87029288702929,37.551329154960015
17027,35.0,31.39624088991177,33.02173582611339
17029,32.6,32.67418458294732,31.830403987408186
