fips_code,crime_rate_per_100000,crime_id,murder,rape,robbery,burglary
19171,324.3058716,770,0,2,0,45
54107,323.4414167,773,1,28,35,619
47189,323.0964779,775,4,17,44,569
13229,322.1037068,778,0,4,16,143
48419,321.8052109,783,5,10,18,169
20109,321.6583274,784,0,0,0,8
29181,320.695553,787,0,1,1,95
37173,320.1024328,789,1,4,1,120
17113,320.0742068,790,1,73,84,770
51820,319.804355,791,0,11,9,88
48405,319.3066484,793,0,1,3,36
12101,319.0312554,795,12,107,304,3597
13185,318.8210705,797,5,44,97,901
48287,318.7394756,798,0,5,3,91
51800,318.4490482,799,2,30,52,357
12115,316.8309731,807,17,71,288,2741
48215,316.7907686,808,30,202,474,6465
13177,316.4665818,809,1,1,5,150
13285,315.6995351,813,5,15,76,706
20145,315.5931717,814,0,5,0,48
51590,314.6339758,816,3,14,54,424
29153,313.8075314,820,1,2,2,82
37159,313.0354316,823,3,26,129,1306
19153,312.8341713,824,8,147,280,3410
26149,311.6593399,829,0,61,7,256
47115,310.1430887,835,0,1,4,116
18163,309.2647107,838,8,56,199,1132
40137,307.2196621,847,3,19,19,441
17191,307.0069829,848,0,3,1,87
47161,306.8402934,849,1,1,3,61
13163,306.372549,850,0,1,17,121
48365,305.823209,852,0,7,8,208
48371,305.7909155,853,1,4,2,74
19193,305.4929991,855,3,36,46,709
31161,304.7038659,859,0,2,1,17
28151,303.896313,862,11,24,54,1242
39151,303.3838352,865,13,126,583,3773
29189,303.3619454,866,38,154,732,5444
48457,302.83265,871,1,9,1,130
18157,302.4853752,872,1,63,87,1032
48237,301.4402144,877,0,6,0,39
48329,300.3934825,879,5,22,54,700
13133,300.2267018,880,1,0,4,100
13297,299.6944749,882,21,27,42,817
47139,299.5805872,883,4,1,2,115
42113,299.1654858,885,0,1,0,44
48323,298.5768433,887,3,4,4,512
20171,297.9145978,890,0,3,0,16
20123,297.8990279,891,0,3,0,15
12129,296.563729,895,0,13,4,149
48357,296.1317786,896,0,0,0,35
18177,296.0540851,897,7,51,55,613
17121,295.1685568,903,0,12,15,292
47111,295.1411832,904,0,2,0,56
47165,294.869973,905,2,31,41,674
47133,294.4507361,907,1,3,2,119
26161,294.4331527,908,6,159,188,2339
28123,293.5663,915,1,4,17,153
37171,292.9500342,916,7,15,28,679
47135,292.2861863,919,0,1,1,33
22111,290.905836,925,0,1,2,86
13205,290.7355175,926,0,3,12,119
48445,290.3554893,928,0,3,7,80
5105,289.9951667,931,0,4,1,37
5113,289.1306478,939,1,9,3,214
19129,288.6680988,945,0,6,5,143
48459,288.3361749,947,1,11,11,345
30111,288.0087181,948,3,40,73,975
13201,286.5812542,951,0,1,1,27
29219,284.8571169,956,0,5,4,170
48129,283.9295855,960,0,0,0,12
17189,283.7763012,961,0,0,1,30
51690,283.5332606,962,1,6,7,77
37131,283.1229905,963,1,5,9,205
48279,283.1215971,964,1,1,5,119
13279,282.33051,967,3,8,14,235
26159,282.2874561,968,0,50,13,418
29159,281.9571141,970,0,6,16,497
12109,281.4254437,972,8,14,58,929
12133,280.214425,977,0,3,4,100
28163,279.7403436,979,1,7,16,252
18143,279.4927415,980,2,10,8,274
13159,279.3912212,981,0,4,0,75
19181,278.8575292,985,0,21,0,226
26105,276.1754938,998,2,33,1,147
40147,275.3165171,1006,2,15,16,375
8123,274.2924922,1008,6,61,89,971
37157,274.2767583,1009,7,14,51,1041
5149,274.0602019,1010,1,5,6,198
48451,274.0226525,1011,5,57,36,852
13199,273.1725697,1013,0,1,4,181
4023,272.515786,1017,0,5,4,91
37145,272.4310011,1019,0,14,14,378
6113,271.7590533,1023,0,71,162,1312
13269,271.7391304,1024,0,0,1,53
42123,271.4932127,1026,1,16,6,149
13271,271.2313905,1028,0,2,2,69
48217,269.9365362,1030,1,10,12,265
29187,268.8212641,1035,1,13,8,306
40153,268.6018567,1037,0,8,1,154
1111,268.4032208,1039,0,4,3,228
17193,268.0596605,1043,2,6,2,70
48167,267.9427085,1044,7,105,271,2049
40113,266.7389085,1051,1,18,20,358
40115,266.7080167,1052,0,4,5,207
29161,265.5835026,1056,1,13,11,223
18173,265.360612,1060,0,12,6,126
26115,265.3348939,1061,5,67,93,1044
29229,265.2519894,1062,1,2,1,102
13313,264.2187576,1064,3,19,38,780
29185,263.518499,1067,0,0,1,83
13321,263.0219342,1069,2,1,7,225
20107,262.7154267,1072,0,4,0,58
37185,262.454435,1074,2,6,6,211
48205,262.295082,1076,0,2,0,32
40135,262.0214469,1078,0,11,2,239
13187,261.9833107,1079,0,11,2,117
48427,261.446347,1081,2,9,10,349
19145,260.9304398,1086,0,3,2,99
26165,260.3767805,1089,0,29,7,139
47181,259.7555936,1091,1,2,0,46
27119,259.7484874,1093,1,32,3,129
18105,259.3594948,1095,4,49,54,941
26147,259.2401025,1097,3,51,56,791
12125,257.6638478,1107,1,1,7,64
29121,257.3340196,1108,0,1,0,111
17107,256.9750367,1110,0,11,7,164
47159,256.8942015,1111,0,6,4,135
42109,255.8635394,1116,0,10,11,134
1103,254.6186147,1117,2,16,86,1114
20191,254.33428,1119,0,8,3,172
5115,254.208835,1120,1,28,7,526
48181,254.1825701,1121,3,32,48,1013
5141,253.9570045,1124,1,3,0,63
48251,253.3821999,1128,5,64,49,937
29145,253.2075792,1129,3,27,15,455
36119,251.8574487,1133,20,73,915,1903
51650,251.6477809,1135,12,16,157,771
13149,250.9084617,1140,0,3,0,38
26123,249.9947918,1145,3,46,2,268
5125,249.991259,1146,0,21,40,775
47151,249.8296616,1147,2,4,1,171
26129,249.5996986,1148,0,15,3,148
42133,249.2226032,1149,17,104,303,1313
47145,248.8359379,1150,1,12,13,467
20207,248.3700714,1152,0,1,0,25
55101,248.1529525,1154,6,40,226,1430
37183,248.0783423,1156,21,167,814,5240
20139,247.8007682,1158,0,2,0,88
48157,247.560798,1161,8,88,417,3070
29177,247.4065715,1163,2,9,0,157
17131,247.249351,1164,1,4,3,68
13303,246.6627974,1165,1,1,10,132
5137,246.4033066,1168,0,5,0,60
40121,246.0684965,1174,0,29,17,449
13251,245.7865169,1175,1,1,12,99
48407,245.7551385,1176,0,1,8,274
13167,245.7254019,1177,0,1,3,62
29127,245.6407418,1179,1,5,10,200
40145,244.3857332,1183,2,16,24,378
32510,244.0828402,1187,0,0,14,298
29125,243.9565314,1189,0,2,1,44
48341,243.8914232,1190,1,8,2,103
27137,243.8416276,1192,2,64,106,1078
19103,242.8946139,1199,2,43,48,580
29115,242.5614489,1203,1,2,1,101
28113,242.4151547,1204,2,4,28,356
20149,242.3868494,1205,0,5,1,88
40117,242.2333919,1206,1,5,4,59
8109,241.6237113,1208,0,0,0,31
26133,240.7670149,1213,0,9,4,101
48363,240.2380867,1217,2,4,10,219
20161,240.0721543,1218,1,28,24,249
48161,239.2344498,1220,1,1,6,165
19119,239.0710383,1221,0,3,0,22
55105,238.8965963,1224,3,44,96,884
46135,237.9273881,1228,0,20,3,84
38103,237.7555873,1231,0,3,1,22
36105,237.3964651,1236,1,34,29,571
20133,237.3706634,1237,0,8,5,270
26101,237.2188139,1238,1,16,4,100
37179,236.8910865,1242,11,21,116,1330
4011,236.6255144,1245,0,2,1,66
17179,236.1534851,1247,3,36,36,653
20179,235.0176263,1253,0,4,0,12
39155,234.9328141,1254,5,43,168,2163
37193,234.7043739,1256,2,8,22,622
13213,234.2934271,1260,1,6,3,170
47175,232.8497224,1263,0,1,0,15
5025,232.5740475,1265,0,8,18,306
20101,232.5581395,1266,1,0,0,3
2180,232.5111201,1267,0,3,2,12
51570,232.5053873,1268,0,2,9,57
47105,231.9219791,1270,0,7,16,290
48253,231.6330127,1272,0,3,8,120
17137,230.9863975,1280,0,14,8,127
48133,230.2000548,1286,0,3,6,170
18167,229.012568,1289,6,38,90,1350
20181,228.9452167,1290,0,1,1,26
40119,228.9226722,1291,2,35,26,467
19179,228.8717471,1292,2,8,17,327
48257,228.4282662,1295,2,33,35,718
20203,228.1021898,1297,0,0,0,7
26155,227.8664731,1300,2,46,11,297
17105,227.8321898,1301,1,13,7,144
17119,226.7751894,1307,12,84,118,1413
20193,226.4720684,1308,0,6,2,34
19157,225.7943121,1312,0,6,2,74
48473,225.5988322,1314,5,13,19,286
37141,224.0936856,1320,1,11,14,206
13123,223.9406557,1323,0,6,0,127
51580,223.4444826,1325,1,0,1,26
13315,223.2142857,1326,0,5,1,59
20129,222.7171492,1329,0,1,0,7
22115,222.4080903,1330,1,14,5,63
26151,222.365684,1331,1,32,3,178
48443,221.4839424,1334,0,0,0,3
13135,221.22555,1335,39,198,807,4849
51840,220.4585538,1338,1,9,17,162
20165,219.7112367,1341,0,1,0,26
51167,219.360317,1342,1,8,3,124
48331,219.3073199,1343,2,1,6,145
48297,219.0949692,1345,0,4,1,84
13295,218.4814804,1348,0,8,31,518
51660,217.9200311,1350,1,17,24,152
29143,217.8056085,1351,2,1,3,27
1107,216.4836864,1357,5,2,1,74
17159,216.2897046,1359,0,10,1,51
48411,216.2341983,1361,1,0,0,9
18131,215.2687015,1368,0,1,1,42
21213,213.5671331,1373,1,11,12,149
48399,213.405762,1374,0,5,0,45
48189,212.5041942,1375,2,7,10,243
20111,211.8770516,1376,0,24,7,151
8115,211.8644068,1377,0,0,0,6
2130,211.2316993,1380,0,9,4,31
37133,210.0205161,1389,7,54,55,1321
51155,208.6533167,1394,1,8,11,218
48505,208.4781098,1395,0,1,1,73
37137,208.4459199,1396,0,1,3,57
40105,208.4320227,1397,0,1,1,53
51177,208.0912146,1400,2,36,61,236
48477,207.9245615,1401,1,5,9,175
21101,207.1331478,1408,1,23,39,231
27145,207.1114852,1409,6,87,58,442
26125,206.391478,1414,33,241,610,4787
39101,206.357636,1415,2,20,71,1283
8119,206.2298604,1417,0,5,0,52
17185,205.7436777,1418,0,2,0,46
48373,205.2849967,1420,0,24,12,357
46109,204.8580626,1424,0,0,0,16
40127,204.7538503,1425,0,5,0,79
42107,204.192758,1429,4,38,34,446
1115,203.9208416,1433,9,15,20,341
37123,203.1119655,1438,4,6,6,241
27115,202.7212754,1440,0,11,2,198
48449,202.5720512,1441,0,0,4,272
19177,201.7213556,1449,0,0,0,23
48209,201.6747526,1450,4,47,37,799
21145,200.3885396,1459,4,34,50,360
39139,200.3728248,1460,3,45,115,1833
17109,200.2217841,1461,0,18,2,141
51111,199.5689311,1463,0,1,1,44
27151,199.0362455,1465,0,7,0,40
21217,198.791026,1467,3,8,18,209
5145,198.7691602,1468,1,13,23,915
37125,198.7181587,1469,6,11,41,686
21117,198.5963407,1470,3,59,153,1110
21227,198.5300329,1471,6,51,81,838
6111,198.1848932,1472,21,100,617,3113
29207,198.1195433,1474,1,3,5,174
20121,197.9594944,1475,0,20,0,154
20205,197.693575,1476,0,2,1,65
19113,197.120924,1478,4,63,101,1288
19123,196.2796092,1481,0,4,1,121
42125,195.4794771,1483,5,49,91,731
20135,195.2489424,1484,0,1,0,5
6109,194.8992093,1488,0,15,16,468
26137,194.7863567,1489,0,20,2,87
39119,194.7648156,1490,3,35,55,647
51183,194.7502117,1492,1,2,5,39
4021,193.6814045,1500,0,6,6,265
48187,193.4587207,1501,2,67,31,601
48147,193.1132832,1503,4,18,3,180
5149,193.06981,1505,0,0,0,22
13193,192.7332429,1507,1,0,5,103
19197,192.7227875,1508,0,4,1,37
13227,192.6717144,1510,2,0,0,134
39141,192.5298421,1512,0,24,35,1006
48391,191.6495551,1516,0,1,2,22
26143,191.5549263,1518,0,16,2,130
13241,190.9454881,1523,1,0,1,136
27127,190.5487805,1526,0,9,1,44
5011,190.4998551,1527,0,8,17,320
48379,189.7876186,1534,0,7,0,53
55139,189.3347332,1536,0,28,24,675
48145,188.6468873,1540,1,4,4,70
31111,188.6216749,1541,0,22,8,151
37163,188.6204209,1542,6,6,27,883
48103,188.5606537,1543,0,1,0,13
48115,188.26937,1544,0,11,2,86
36113,188.2547408,1545,1,18,9,170
55113,187.7308787,1548,0,4,1,164
40111,187.6362899,1550,1,4,7,268
30107,187.4414246,1552,0,0,0,1
46101,187.3828857,1553,0,4,0,10
48207,187.2340426,1555,0,0,0,30
19135,187.2191712,1556,0,1,0,33
13311,187.0705472,1557,2,6,2,212
48467,186.7342467,1563,4,1,8,334
48327,186.2197393,1568,0,0,0,2
26117,185.4052769,1571,1,38,7,339
22103,184.8695803,1578,9,36,39,1003
39143,184.6983261,1580,0,5,16,353
51117,184.560555,1582,0,10,12,226
13151,184.248418,1584,5,39,123,1609
37105,184.1834534,1586,4,5,39,418
37143,183.810014,1589,2,2,7,119
20185,183.5283322,1590,0,1,0,27
48281,182.9690436,1592,0,11,2,87
8107,182.8775571,1594,1,8,4,55
5127,182.6484018,1595,0,4,1,118
17195,182.4278541,1598,0,24,8,248
38101,182.3797617,1599,0,25,6,127
17181,181.9939715,1605,1,0,0,40
46129,181.0282404,1611,0,2,1,10
17123,181.0252613,1612,0,2,1,48
26109,180.7406162,1614,0,14,2,158
13293,180.6820748,1615,1,6,16,269
48193,180.5054152,1616,0,2,2,59
20147,180.5054152,1617,0,0,0,7
13211,179.9673809,1619,0,3,9,104
37167,179.7641626,1620,0,11,22,537
40131,179.6864472,1621,0,32,11,313
37101,179.2467143,1623,0,28,54,1508
17117,179.1808874,1625,0,7,1,141
48267,178.5315778,1627,0,0,1,23
5133,178.5097317,1628,0,4,1,123
13191,178.4821875,1629,1,0,4,146
29225,178.2482312,1632,4,1,3,227
47171,176.9715739,1636,0,0,1,59
1117,176.8047801,1638,8,38,63,820
51790,176.5913758,1640,0,8,11,61
5021,176.5035796,1641,2,9,18,582
48283,176.4147103,1644,0,0,1,13
13265,176.1597181,1648,0,0,0,24
21173,176.1403251,1649,0,6,19,363
29221,174.7973939,1656,1,2,2,142
40103,174.7335314,1657,0,4,0,52
48223,174.3286939,1661,0,4,3,104
19147,174.1970604,1662,0,1,0,53
48483,173.882803,1664,0,1,0,14
13139,172.5745027,1672,7,36,96,923
51195,172.4605189,1673,4,12,12,235
48117,172.0811389,1677,0,1,6,98
18181,171.6668029,1679,3,1,6,36
26139,171.6165324,1680,2,160,38,1169
40149,171.2622024,1683,0,3,0,55
5137,170.6623324,1687,1,4,3,48
48339,170.4942731,1692,12,49,221,2349
2013,170.0510153,1696,1,5,0,43
55117,169.6803049,1697,5,25,23,408
48317,169.4277108,1700,0,1,0,14
17145,169.0501211,1702,0,5,0,62
29113,168.956554,1705,0,1,7,172
27109,168.8713763,1706,3,74,55,644
48285,168.5307186,1708,0,2,1,130
29175,168.40417,1710,0,3,8,122
2122,167.9878209,1713,0,3,4,61
51185,167.7890393,1714,2,14,7,288
19151,167.7383282,1715,0,4,0,23
46117,167.72895,1716,0,2,0,18
17197,167.6847351,1717,21,108,249,2416
51810,167.4548864,1719,21,57,327,1574
26135,167.0843776,1723,1,1,0,86
18117,166.8942497,1724,0,0,2,60
48325,166.6701829,1725,1,17,4,134
26157,165.8588725,1730,0,21,2,227
48255,165.7715006,1731,2,1,1,98
2275,165.6050955,1733,0,2,3,124
37151,165.5245937,1734,9,30,52,1210
51131,164.9484536,1737,0,4,7,76
51135,164.8386483,1738,2,4,5,54
51510,164.5488005,1741,0,9,139,284
26103,163.9586411,1747,2,38,2,188
21151,163.5705106,1749,1,23,60,833
13119,163.5694489,1750,0,4,6,133
21113,163.4345166,1752,2,19,30,536
29131,163.3986928,1754,0,4,1,190
40139,163.0360944,1756,0,6,6,77
18107,162.4014459,1761,1,7,6,275
37111,162.3629368,1762,0,6,9,488
5129,162.0341518,1765,1,1,0,19
29205,161.8908855,1767,0,4,0,12
40107,161.5900461,1769,1,0,0,126
48121,161.4985751,1770,10,156,331,3084
28105,161.0831311,1773,6,7,17,344
5127,161.03742,1774,1,2,4,117
51161,159.3173945,1784,2,21,14,317
17147,158.2182194,1792,0,8,1,66
26131,158.1777918,1793,0,4,0,22
36101,158.1348201,1794,0,40,15,348
5129,157.5630252,1795,0,4,4,210
30105,157.2739187,1797,0,4,0,9
13195,156.8236091,1804,0,3,7,193
48155,156.6170713,1805,0,0,0,1
13183,156.400385,1808,1,12,3,154
6105,156.1570494,1811,4,3,1,81
42129,155.6132514,1817,6,74,118,1000
48151,155.6016598,1818,0,0,0,34
22125,155.4001554,1820,0,7,2,38
37161,155.3258857,1823,1,5,14,863
13263,154.8946716,1826,1,0,3,29
36111,154.697842,1830,1,31,38,731
20153,154.4998069,1833,0,1,1,8
48191,154.3686323,1834,0,0,0,17
2100,154.3209877,1835,0,0,0,2
13131,154.2843579,1836,0,7,5,130
19133,153.4919417,1839,0,3,2,24
48199,153.382536,1840,3,7,12,192
13289,153.2838109,1841,0,0,4,59
48225,152.7650474,1843,1,0,1,131
48119,152.7300496,1844,0,0,1,66
8105,152.5036008,1845,2,1,5,72
26127,152.4099829,1846,3,16,3,149
29135,152.4003048,1847,0,3,6,63
12113,152.0832299,1849,0,25,27,597
37135,151.7612859,1851,5,16,60,1056
46115,151.2859304,1853,0,4,0,7
19175,150.9973774,1856,0,0,0,43
29139,150.4387798,1860,0,2,1,51
13223,150.3912896,1861,1,18,32,687
48265,150.1411327,1863,2,12,8,221
20117,149.970006,1865,0,1,0,44
28127,149.0909091,1870,0,1,5,133
13157,149.0727999,1871,0,11,9,242
51175,148.940865,1873,0,3,4,94
20113,148.8044912,1875,1,8,2,313
27113,148.7462813,1876,1,12,1,42
5147,148.4352451,1877,1,12,14,103
39149,148.3981135,1879,0,10,18,362
27153,147.6499057,1884,0,10,1,89
19125,147.3595573,1887,0,9,0,73
48503,147.2111662,1889,0,8,1,130
51153,146.8375211,1892,2,48,214,944
29157,146.8120805,1893,0,1,2,64
55129,146.627566,1896,0,4,0,63
48497,146.047687,1901,1,8,7,235
37175,145.8833541,1904,0,6,8,176
51173,145.3304688,1909,2,2,7,131
48313,145.1273492,1910,0,2,5,58
21141,145.1108796,1911,1,7,8,156
48403,144.7736705,1914,0,2,5,40
21161,144.6926728,1915,0,6,5,139
13207,144.5300919,1917,0,2,6,126
8111,144.5086705,1918,0,0,0,4
48143,143.7288819,1922,0,11,3,217
48491,143.0955343,1926,3,98,126,1402
48139,142.9707134,1928,6,11,44,722
42105,142.8816369,1929,1,10,0,89
19169,142.847867,1931,0,46,8,449
51179,142.5563646,1935,1,23,41,227
28115,142.4086481,1937,1,3,4,181
12119,141.9817666,1940,0,16,17,321
29195,141.9232754,1941,1,3,3,111
20197,141.8238548,1942,0,1,0,13
19115,141.8188264,1943,0,0,0,35
31149,141.7434444,1944,0,0,0,2
21107,141.5276408,1945,2,22,13,269
29101,141.097999,1949,2,7,9,280
36103,141.0913106,1950,23,52,745,4349
13137,140.8775982,1952,0,7,1,269
48429,140.586136,1955,0,4,0,41
5019,139.8652876,1962,0,13,0,174
39145,139.4700139,1967,0,15,49,770
55111,139.3242773,1969,1,21,7,225
13281,139.2628354,1970,0,0,1,38
51105,138.9716101,1972,1,1,11,115
21239,138.4767557,1974,0,12,7,186
36117,138.4187817,1975,1,20,17,431
29183,138.1544599,1977,4,36,65,825
48465,137.7948707,1980,1,0,10,207
48387,136.3271852,1995,0,1,3,105
48389,136.0544218,1999,2,0,3,44
5113,135.6122113,2002,5,31,118,288
27131,135.2826331,2005,0,17,18,248
18125,134.0376882,2008,1,0,0,37
48175,133.9584729,2009,0,3,2,39
28147,133.949501,2010,1,2,2,83
40129,133.5826877,2012,0,0,1,3
21183,133.4000334,2016,3,7,1,132
48337,133.3128237,2017,0,4,2,109
2220,133.037694,2018,0,1,1,17
21221,132.9322046,2020,0,4,2,55
48275,132.7316167,2022,0,0,0,7
18165,132.2584708,2028,0,1,1,53
8103,132.2168356,2029,0,1,1,15
48307,132.0528211,2030,0,0,0,57
48455,132.0086153,2031,1,1,1,71
42111,131.9916362,2033,2,11,8,209
55107,131.9902744,2034,0,2,1,40
37109,131.6779533,2035,3,7,16,649
51830,131.5270288,2036,0,2,8,37
20141,130.9586171,2039,0,1,0,23
51685,130.0390117,2044,0,1,1,20
37189,129.8403727,2045,1,4,6,201
5023,129.8066387,2047,1,21,9,358
47187,129.7127717,2050,2,24,28,372
8117,129.1493595,2056,1,17,2,68
21211,128.9126108,2058,2,8,20,320
48221,128.5322748,2061,1,3,3,171
42121,127.9982192,2063,3,22,5,125
20131,127.9401634,2064,0,1,0,23
42115,127.7018399,2067,2,21,16,210
20199,127.4697259,2069,0,2,0,0
48163,127.3180183,2071,0,2,4,146
51147,127.1818262,2073,1,9,6,81
13309,126.4382349,2079,0,1,1,23
5141,126.0126013,2082,10,57,149,1679
51139,125.9392973,2083,2,6,7,112
13243,125.052105,2088,0,0,2,39
48235,124.0694789,2092,0,0,0,16
29211,124.0694789,2093,0,1,0,29
51199,123.7380978,2096,0,2,15,129
42103,123.6945804,2097,0,17,17,429
48239,123.3637174,2099,0,0,0,47
48499,122.9140075,2101,1,4,3,268
5133,122.8752816,2102,1,9,7,90
48501,122.1896383,2107,1,5,4,55
21157,122.1589996,2109,0,11,5,180
36115,122.0420649,2110,6,11,7,233
27167,122.0070154,2111,0,2,2,30
20127,121.9299774,2112,0,1,0,55
37177,121.6841081,2115,0,1,2,10
51121,121.6127725,2116,0,29,16,341
26111,121.5457763,2118,2,47,7,208
29117,121.0409522,2120,0,3,2,87
51109,120.7836206,2121,1,7,2,83
36121,120.3919963,2122,0,5,6,76
29147,120.3731568,2123,1,3,4,67
42127,120.2762474,2125,2,21,6,263
21235,120.2259129,2126,2,7,10,231
51191,120.2032528,2127,2,16,4,241
13109,120.0036924,2129,0,0,3,53
51141,119.7735192,2131,0,2,5,66
19195,119.3475666,2136,0,1,0,45
21199,118.9228097,2140,3,20,21,500
5143,118.4834123,2141,0,1,0,42
40133,117.9894596,2146,2,6,4,271
13249,117.9013559,2148,0,0,0,16
5115,117.7075441,2151,2,7,2,132
5131,117.6790079,2152,2,14,8,176
55127,117.5384914,2154,1,9,12,287
13219,117.5260761,2155,0,0,4,61
54103,117.2549988,2157,0,0,1,62
51171,117.1399119,2159,0,6,6,187
28159,117.0960187,2161,1,3,4,37
13319,116.6242578,2165,0,1,1,50
18149,116.3943613,2167,0,2,0,34
18103,116.2147205,2169,0,3,6,108
27105,115.6497201,2174,0,2,3,56
27161,115.1953084,2179,0,6,3,80
5145,115.1631478,2180,0,0,0,2
19137,115.1189563,2182,0,3,0,57
48367,114.4805548,2187,3,12,15,621
13145,113.278021,2196,0,1,2,82
42117,113.0395874,2198,0,8,1,221
27149,112.9943503,2199,0,5,1,20
26113,112.9493057,2200,2,5,0,67
51127,112.7800277,2202,0,3,1,107
5027,112.3655626,2206,2,11,5,383
21179,112.2586439,2209,1,14,13,249
37113,112.2367605,2210,1,3,6,215
39129,111.8925831,2211,1,11,19,725
